X,Y
-20.909310,-33.825609
0.687548,-0.411630
-8.642794,4.018893
-3.613389,-8.847748
5.569677,-4.569394
-30.758984,-21.762825
-13.821582,-10.419997
-0.866014,-6.392564
-22.625443,-33.625344
-20.984177,-19.408509
-14.284124,-7.323300
-32.826871,-45.847319
-27.543991,-34.153481
18.738488,11.446015
10.801119,-12.957823
12.125759,5.544711
-0.048015,-17.607080
-28.534857,-31.669655
8.656876,14.134561
-17.488063,-31.708806
-9.939272,-21.854361
-2.258918,-5.670699
1.177945,-4.771412
-7.169618,-18.870163
27.753012,23.716627
10.433926,3.806921
-18.137376,-30.865428
-8.888797,-15.047942
12.385646,-2.686902
-14.679156,-12.545625
5.711008,-13.926783
-17.797725,-5.989504
-13.185661,-29.002667
13.182425,9.414258
-14.469555,-31.986123
24.100969,12.423372
-19.375216,-27.962856
12.435923,12.432436
-16.160595,-9.875281
-13.452623,-3.993620
-0.024335,-8.867542
-15.493590,-2.612216
7.522143,12.465682
12.154640,13.087669
-19.726772,-23.588099
20.064186,22.701175
17.216529,14.479805
-13.913785,-16.984686
-6.473522,-21.255262
-32.931683,-29.230077
-29.054633,-15.902603
-2.223596,-3.036463
1.239340,-21.596127
-35.789659,-40.834939
-24.698085,-24.260018
7.551156,-9.035763
11.025036,16.149705
-9.266677,-10.356120
-10.372833,-10.784148
17.744052,8.092311
-10.388416,-18.634568
-12.712264,-5.165721
5.480594,3.201031
-24.077619,-23.175863
-21.253801,-22.999574
28.443272,20.511892
-4.657193,1.246493
-5.208705,-17.481313
2.177314,-10.372195
3.357226,-17.445697
1.811227,-10.529019
13.871034,-2.563135
-16.942098,-37.292427
11.974509,11.918901
-12.410979,-16.816804
9.887689,-3.995355
0.046711,-2.866349
-10.066190,-6.583641
-35.208910,-14.052157
16.522508,1.294198
-5.236212,-7.642308
-4.111447,-13.446162
-20.260145,-32.487071
-26.599184,-24.958477
19.002842,1.212635
1.135659,-6.320710
-31.633892,-24.743740
-13.127870,-23.477225
-26.409297,-36.315303
3.103723,-9.033564
-19.929940,-12.993085
-3.339580,-8.328642
-47.091795,-37.453109
-32.103264,-32.539745
13.913485,13.403835
14.033829,7.141732
-6.458882,-4.982783
-7.871985,-12.627701
-18.883777,-9.222659
-4.697533,5.275182
15.563468,2.873778
-10.091107,-19.762786
-24.935878,-17.004438
-1.317349,-30.366699
-3.509053,-24.955206
-6.276310,-16.264548
-12.586894,-24.121304
-7.521818,-11.024316
-2.203170,4.302772
-15.917692,-8.959511
-8.587011,-0.123444
-12.053958,-19.875017
2.216095,-12.766188
-41.419455,-56.365223
-9.140042,-7.375311
-5.005077,-18.587910
-18.007350,-22.729575
-30.869025,-43.830567
3.191306,6.231801
3.899616,3.334280
-10.159829,-6.544225
12.568973,0.559277
-5.352894,-18.465268
-5.292394,-7.466339
-2.776368,-15.097059
-27.870692,-42.842156
-6.998672,2.813551
12.309795,20.410131
-38.225182,-18.534835
0.716655,-5.377478
22.692606,11.660649
-9.857729,-14.803321
14.983899,6.261220
-3.012410,-3.397059
-8.372422,-20.866560
-21.235134,-20.988412
-7.487929,-22.493158
-3.051750,1.436083
14.154749,-4.313401
10.816323,2.544643
2.145343,4.991936
-12.135166,-14.308057
-5.438027,4.329576
-20.103610,-12.189789
-29.028414,-42.049592
3.404798,-1.172523
-21.580353,-12.523134
7.858807,-4.615367
-8.289874,-22.000217
-28.882056,-11.623946
-39.426398,-48.699626
11.412326,12.725384
20.503834,30.993806
-4.229108,-21.252368
-8.528150,-8.055358
2.285588,-11.697063
-18.041798,-25.185957
-12.310112,-3.812371
15.902237,11.727145
-7.755247,-16.406135
-40.402678,-34.904885
