X,Y
0.075697,25.440004
-5.828885,0.334568
-33.493870,17.585333
-2.820727,31.012349
8.375759,5.472118
-24.458895,6.996726
-18.283511,44.829507
2.567031,25.304490
12.954071,20.434108
16.158940,10.538359
3.528320,19.684038
-6.953530,16.572624
-4.778811,41.439247
-9.278093,20.081735
-19.421234,15.759673
12.086873,-1.058371
-34.512478,12.500847
27.067426,5.204848
-1.545220,18.341355
9.220349,11.792004
0.485837,18.821566
-7.622452,11.334683
-14.731131,41.783109
7.606359,1.288593
-0.419810,16.394611
-1.892596,6.755104
-4.283653,78.531882
1.430087,27.279688
2.450363,14.320161
6.689905,31.169427
-8.989044,12.609270
-1.297179,45.261001
-0.598940,13.734801
1.749068,19.057521
-3.227465,17.926868
12.357347,15.863733
-1.775008,35.644730
17.178167,-17.263000
-16.205691,29.631397
3.366979,25.373558
7.340434,33.345161
-11.009459,12.695684
4.866728,10.613648
0.190896,54.639104
-6.713766,35.686755
3.520916,11.672887
-11.139317,2.678937
1.650224,-21.704355
-9.111963,-35.291242
-9.751366,22.270300
-11.269076,8.364638
-26.120533,20.460690
-9.693473,9.688266
-10.396883,13.636010
-8.595406,4.611330
15.374184,2.849022
-0.292796,3.514208
17.094341,17.559928
2.924066,0.539389
6.331435,16.285837
-4.493624,18.700441
-65.371718,25.900503
4.133754,21.383611
-0.486819,10.576759
6.769663,3.306700
3.164896,17.231256
-3.999064,21.218843
1.973370,12.232664
-25.762563,-0.110292
1.750323,24.034677
22.418921,13.901565
-0.905254,20.909072
-4.083933,-0.502703
9.050897,-18.591446
-1.724296,24.752036
-14.031683,14.338578
1.688778,11.526265
-9.619967,16.529277
-13.502427,14.498414
1.734652,6.174858
12.927156,-13.390391
-1.168202,16.372112
-1.254660,10.842035
-7.557836,14.202398
23.795939,63.015074
-3.363394,9.042441
1.059837,7.498211
-1.197815,16.204008
11.522887,45.315096
12.929177,1.926527
12.425105,21.844888
1.689879,-9.938776
-0.571253,20.709461
-4.598483,23.693189
0.389678,13.582134
-3.812036,36.493602
-12.794169,3.729765
4.499197,4.421013
17.553003,4.832096
4.620041,13.733345
10.419582,8.738234
23.029412,35.516684
-4.181758,9.186498
-3.152600,33.258043
5.075326,4.411407
-15.288671,-19.199125
19.123583,45.870476
14.828191,33.397773
-36.375592,11.560274
-3.222129,2.611522
0.709022,12.995104
9.009336,27.099570
-1.016185,12.855727
-7.540027,17.891131
7.993355,9.485973
-19.429792,3.199067
4.424497,-4.620982
1.912632,0.043980
-8.662741,22.761581
-25.294899,13.240609
-6.510065,12.094126
-17.113750,11.821015
3.172173,17.822864
-2.791593,0.791908
29.460071,16.058583
17.258488,1.264391
-7.936101,8.380642
7.286086,-17.564557
6.328539,20.052649
34.707549,19.108869
-11.335276,19.094302
20.627444,22.415103
30.020204,-5.255068
1.261633,15.688172
2.863940,5.639558
-12.492504,-23.927377
-10.828011,31.665920
5.271441,16.052101
-0.920360,52.365802
4.074150,14.735932
-16.186890,-0.620703
17.777086,12.191576
-1.076245,-4.101936
-18.332316,23.673079
0.315310,19.691498
22.639857,17.969184
7.215350,94.725307
-4.061017,10.655271
-2.129361,-24.829038
-7.872944,18.334996
-10.948469,10.618501
-1.418969,19.476964
-4.246301,20.138683
2.492056,7.150855
-6.810607,18.222063
-17.378999,18.349426
-0.986754,40.002431
-17.904237,28.580751
7.070279,21.822853
-6.432002,23.236027
-7.402361,2.387853
18.674133,14.954081
-1.059039,24.629069
-6.415310,-29.991178
0.726192,12.108908
7.646415,15.288184
28.186758,27.637514
1.919331,18.934980
-35.472786,24.926060
-13.864057,12.140657
41.155804,16.423632
-13.855854,32.694088
-2.663778,7.762482
-6.668623,18.324630
-3.952656,17.382780
4.212882,24.165250
1.805298,-6.720127
2.833174,66.834058
-0.421623,8.649698
-32.315383,22.669436
8.921224,15.677668
3.128978,2.875636
28.042021,5.038499
-70.339784,42.959337
-8.468410,16.937409
-2.563573,-9.260988
-29.454743,7.037977
-8.994123,14.213376
3.816774,9.393831
4.466471,19.894789
-6.904352,4.263725
-3.181059,17.467131
0.633008,12.795997
26.635924,30.751452
-0.711933,10.263683
-9.206019,47.191022
16.152766,65.409039
-25.170271,-9.426140
-4.528451,8.793511
1.736236,19.935110
24.297562,9.782015
-4.982617,4.562111
23.269438,12.463038
-1.480881,16.156884
7.672075,37.338902
2.286598,4.844914
-15.134486,-15.404403
5.444051,13.779258
-6.309846,-2.233477
22.690325,30.783436
-0.683794,9.986707
-5.136670,10.413522
-0.215264,17.280961
-4.840279,13.497954
-0.032095,22.459621
-0.621999,-14.023242
-2.028547,52.966766
12.426092,26.492234
-7.107049,55.475497
8.868685,35.574064
-6.974255,41.386892
1.086612,-32.174639
-1.070960,31.026200
-47.472174,-0.996947
-9.438863,17.537919
-25.975974,23.401671
10.517063,18.039170
-8.848421,3.569067
13.583832,-14.311155
7.554806,3.962680
9.304440,20.932702
4.130316,40.241218
2.628097,1.306140
-7.396891,23.272673
-16.612725,9.210252
13.128372,55.426965
2.954409,5.182596
53.257982,13.022704
-10.397236,6.110092
-1.824566,15.534480
5.248950,5.626153
-8.693092,15.441537
-50.636180,31.325159
21.706550,29.503345
-15.085466,24.335209
-5.150063,-15.893646
12.245273,24.070952
2.071830,15.783365
4.678103,2.277056
9.837957,17.640366
-13.100088,30.108547
-1.210832,16.672918
-3.253626,23.992329
-10.202600,14.645986
1.993233,16.548732
-19.390433,3.612792
-20.038584,14.176071
0.973143,42.977392
14.941828,14.611721
-17.734452,15.403089
3.885218,11.908637
