X,Y
-22.076736,7.147572
11.281998,4.784422
24.817826,-0.914497
13.052384,-0.187496
27.274878,-21.401316
68.261984,43.497012
-19.576467,15.370317
28.909459,4.620378
-23.322709,-1.210847
16.874892,-7.123726
-0.248874,16.312455
36.475179,-16.425241
-7.205604,-19.441544
20.389864,-19.762785
-15.302874,35.837767
-33.182780,19.589099
18.694679,5.697715
44.665786,-3.886751
20.402683,23.434558
-10.043316,22.645755
15.366911,-32.055871
25.343494,5.537683
33.825441,-17.099853
-13.148216,-16.512565
23.925588,44.723195
17.027674,41.177510
9.351698,13.435621
10.263632,-3.052094
-3.584999,27.516003
-2.410641,40.219781
36.624284,4.895775
15.176770,-20.378935
0.370322,38.123366
-39.835792,-26.315154
-7.531275,-40.978735
-0.110183,-2.522731
-15.662583,-19.649345
-16.606568,-7.886020
26.519852,5.072764
5.055700,19.150434
-23.994122,20.842655
-16.703057,9.543722
4.007222,2.899195
32.296138,-1.046904
-20.128177,-9.889626
41.802242,-1.573414
0.253496,-4.869765
-24.222044,44.811389
20.261804,2.918692
38.741838,1.704463
5.563918,22.454242
22.976330,2.129644
3.642176,-5.971952
9.780435,-15.195108
43.308330,21.320969
27.915729,-1.216838
-14.052024,18.666599
65.992542,-29.518378
-10.423925,6.566035
26.962140,14.887780
19.961652,3.037721
8.311167,43.999595
14.049867,-1.408325
6.723884,-20.670604
26.741194,62.897779
-4.248793,21.073590
-13.482997,5.510765
19.505359,48.523653
44.747896,26.085383
7.267127,-0.966759
44.066335,10.137199
8.235633,2.811066
41.144843,14.706848
29.268198,2.816268
20.454523,22.661263
28.743008,-35.145856
-6.738186,18.164853
11.961362,2.080709
-21.411068,3.734909
-25.597558,-2.808069
28.376726,-0.442555
7.018644,41.743767
30.112729,14.998950
12.620358,16.643364
-5.460942,23.160934
67.886148,24.564162
37.541569,-10.322112
13.429116,-8.054862
10.444845,12.636147
43.053716,16.200600
3.562496,14.398854
40.491292,2.727136
23.092107,22.131318
-16.436520,7.875634
24.864908,-19.458218
32.347615,11.966330
20.929189,-20.116185
29.281061,-6.133188
37.495573,24.975018
0.174343,-2.659503
55.078509,12.866110
13.232284,20.126962
26.675576,2.533748
-21.602189,22.995217
30.211706,15.657894
24.437357,17.834759
-1.672641,25.790777
23.656908,-12.840618
20.107316,-12.638803
30.029156,38.807895
24.315922,15.867640
-1.087292,-10.105097
11.097609,33.872850
-23.972938,-21.064395
10.429260,24.883974
-0.314328,-5.806320
31.376785,8.099748
36.851482,42.277754
22.826191,0.447221
-27.037897,-8.016275
20.419233,17.106121
-12.098324,-9.411180
18.757246,34.437789
13.165319,38.391197
-11.811236,-4.550562
-16.394319,-11.900084
26.773029,-42.291767
52.395277,32.744587
9.008551,-20.174521
16.513957,11.691321
-0.966467,8.598181
4.593619,24.792821
-23.456108,-13.483170
11.656636,29.301512
13.803855,-12.392474
3.835857,9.832851
12.141767,-33.800788
2.860398,-19.640744
36.750536,16.554892
8.475640,11.220440
15.267464,14.693551
29.218762,34.501958
13.803630,-4.175077
18.081483,2.418573
-26.507323,6.988339
5.021940,-22.642400
48.289950,18.062397
17.812169,5.073546
30.478821,24.445333
17.861998,18.063088
47.638553,33.400075
-4.965179,8.818878
-6.140602,14.426669
23.147511,14.039917
25.725225,7.891622
16.345585,-25.310839
15.921754,24.657142
-3.313002,-17.140782
30.707656,-9.716440
10.728051,-4.691087
19.970866,21.587476
0.440191,52.041804
51.014861,4.855587
1.001071,40.799724
13.334811,4.022952
-12.053446,25.535726
-6.239660,-11.718166
9.085934,7.308982
-6.451075,-9.203321
12.519539,-12.847493
-6.794171,-23.217454
12.436267,27.942664
10.558998,19.309121
34.635941,8.705705
-0.096602,-1.821812
-12.002827,2.873656
-6.042269,8.644769
-33.275263,-12.119330
-33.771732,3.314374
30.121811,-12.730759
52.508025,20.964882
2.341591,-15.435424
11.848369,15.297984
0.959720,14.833104
29.036302,-5.165285
6.536223,13.416776
7.517670,20.859613
6.932935,12.871432
-22.374819,5.178506
26.549824,-2.177449
-14.446553,15.346177
54.240340,-32.085828
36.941864,17.988349
13.790310,-4.130838
-44.600826,1.943446
10.732915,4.369435
24.774823,-17.958628
17.494340,1.948048
-2.925499,-16.761605
50.353681,-22.669819
24.623773,-7.955102
5.407059,31.743620
52.882240,60.953622
17.942917,0.502233
13.189332,15.571314
17.753286,-17.662251
34.293420,-15.102335
16.260632,4.176837
14.395565,28.137929
15.026885,-37.290743
47.983794,-16.757568
11.574407,16.413780
-17.038409,-5.577714
-5.414815,-2.698028
0.187452,-2.447788
31.591584,30.505952
33.491017,10.640828
3.309626,-2.489790
10.015020,34.370123
4.106885,12.186428
-18.693428,25.863137
-12.021647,-27.233255
-16.226146,-23.303692
15.456958,41.658886
25.977937,-0.332214
7.077291,-24.610897
0.295002,6.200564
23.755517,17.001684
-8.633989,18.757962
-29.796794,13.764401
8.528296,3.064497
16.468106,6.416002
-11.691999,-20.527559
-18.679911,-16.647606
-4.023964,5.623315
-18.028970,12.782456
3.827632,28.421289
4.290788,-50.365734
12.800507,-39.489335
27.854580,9.905191
9.411622,13.126990
21.128648,4.046246
18.746368,11.942475
-22.425993,4.224465
5.108074,14.292600
-11.828132,2.551874
-13.625679,1.909166
11.145711,-16.871372
30.939748,2.380469
22.416668,22.567787
18.590209,40.647072
38.275880,1.792282
8.830440,12.239688
-3.786039,8.806332
0.736432,-27.837399
-1.033208,0.977789
-28.462608,5.630116
34.164501,86.663170
6.514087,-32.133425
7.590743,-11.480989
0.496807,-38.730111
10.484890,-2.445086
-1.556238,-2.230325
28.460182,5.340730
-22.570974,29.651172
23.352959,-1.174018
11.538663,-4.208749
32.820565,-28.301156
37.704357,-13.291010
37.239305,3.089309
9.930496,19.539263
-7.583617,-21.912701
38.977219,51.444746
-11.029919,15.359458
15.574618,2.506053
0.055417,2.399373
13.571144,20.577638
48.692681,-1.949178
22.670490,-28.238753
17.273796,-14.772882
8.951135,-19.082701
17.909676,9.988923
26.733158,0.342456
21.918526,14.796979
-7.730122,-9.109284
-2.711630,26.792268
10.869976,6.846282
25.388053,-4.944475
18.741293,-4.332633
6.823286,-11.861118
-27.360202,-2.465496
-14.264216,10.855812
38.702974,-23.265158
0.418173,-1.901461
35.389836,-11.434460
15.635812,-10.484623
-1.816931,12.986659
-23.972904,8.448041
3.843268,18.772762
-3.022666,9.369062
-13.691941,-0.307731
2.909679,-0.958326
37.346245,48.018183
44.002441,5.127410
-27.591776,1.096286
4.291780,3.248213
2.811172,0.419569
16.491912,-2.404270
25.106687,78.285217
17.241639,33.613608
11.068818,27.446731
-20.568589,-7.249527
-8.648805,-2.729160
1.562014,12.957430
-2.582601,20.035148
-21.630912,9.463817
-15.072741,-18.163430
24.288448,-4.022007
-12.684104,13.781926
0.868806,-20.966283
-2.840721,52.862861
16.680269,9.558851
-1.092562,8.221427
-12.649251,-2.276624
-1.230149,22.760713
29.292689,-2.307934
40.110827,-7.791844
23.360267,30.878228
16.071423,11.310864
-0.288648,6.655069
21.795861,-6.958508
40.986567,21.373957
46.987888,15.979399
-17.185144,24.379626
-8.812064,-18.485342
58.676280,16.675288
3.855764,-16.872055
32.798972,27.638863
-1.954361,6.481036
31.527080,-2.645437
36.891258,8.647059
-20.270428,-25.356513
-34.924050,13.426030
11.929617,24.453700
-12.625400,-16.382642
5.331104,0.871465
32.125083,12.244481
29.937293,19.705861
32.573458,-25.857563
-23.307538,-17.040336
22.358647,29.752048
-15.902850,-18.982232
-4.059239,10.407448
24.286767,-26.832789
27.634454,10.753012
15.325771,-18.187148
20.167241,-0.662639
6.997998,28.884082
-13.855792,12.731318
-2.623208,27.143095
19.563239,1.681240
-10.594499,15.930489
-9.054901,-15.436038
-20.343738,28.422687
-11.119862,12.174589
5.805316,0.351274
6.266321,41.227162
46.074214,-4.216425
37.564467,-19.137075
-16.697594,3.647606
38.432129,9.904204
3.187128,21.992367
46.298217,-10.904767
-2.583552,15.176816
14.074633,-1.278805
21.158526,14.106231
31.132283,9.396144
31.262057,3.585721
17.975871,-20.222090
-12.206822,-4.641440
-0.942794,-16.013240
-3.305785,-1.069981
2.100672,63.048052
-9.221303,-1.779174
10.113078,-8.984913
-31.641044,41.256088
5.218127,-5.715917
5.503007,26.611219
10.308160,22.783109
16.953865,25.889546
20.740674,1.498789
9.016199,-4.337752
-5.946319,6.023566
58.535393,45.783373
16.852636,10.637026
40.488585,-14.760343
23.504098,20.681605
-20.790942,6.496197
6.117403,12.467920
3.710069,-8.128672
24.733283,7.695624
8.750724,23.542969
1.859370,24.968464
37.339711,4.881963
-2.113884,3.384775
8.953915,2.429787
11.953041,10.829807
-0.687292,11.985957
36.502565,-10.344295
61.158349,23.556000
-21.623741,19.191327
8.407785,3.798602
37.647361,22.294683
8.244283,3.904267
22.527786,-1.858859
-1.967022,-5.522873
11.236352,-20.750742
17.916762,15.263280
14.319976,-12.208420
-1.793563,-2.304867
3.992051,-2.604133
