X,Y
-12.909310,-21.825609
8.687548,11.588370
-0.642794,16.018893
4.386611,3.152252
13.569677,7.430606
-22.758984,-9.762825
-5.821582,1.580003
7.133986,5.607436
-14.625443,-21.625344
-12.984177,-7.408509
-6.284124,4.676700
-24.826871,-33.847319
-19.543991,-22.153481
26.738488,23.446015
18.801119,-0.957823
20.125759,17.544711
7.951985,-5.607080
-20.534857,-19.669655
16.656876,26.134561
-9.488063,-19.708806
-1.939272,-9.854361
5.741082,6.329301
9.177945,7.228588
0.830382,-6.870163
35.753012,35.716627
18.433926,15.806921
-10.137376,-18.865428
-0.888797,-3.047942
20.385646,9.313098
-6.679156,-0.545625
13.711008,-1.926783
-9.797725,6.010496
-5.185661,-17.002667
21.182425,21.414258
-6.469555,-19.986123
32.100969,24.423372
-11.375216,-15.962856
20.435923,24.432436
-8.160595,2.124719
-5.452623,8.006380
7.975665,3.132458
-7.493590,9.387784
15.522143,24.465682
20.154640,25.087669
-11.726772,-11.588099
28.064186,34.701175
25.216529,26.479805
-5.913785,-4.984686
1.526478,-9.255262
-24.931683,-17.230077
-21.054633,-3.902603
5.776404,8.963537
9.239340,-9.596127
-27.789659,-28.834939
-16.698085,-12.260018
15.551156,2.964237
19.025036,28.149705
-1.266677,1.643880
-2.372833,1.215852
25.744052,20.092311
-2.388416,-6.634568
-4.712264,6.834279
13.480594,15.201031
-16.077619,-11.175863
-13.253801,-10.999574
36.443272,32.511892
3.342807,13.246493
2.791295,-5.481313
10.177314,1.627805
11.357226,-5.445697
9.811227,1.470981
21.871034,9.436865
-8.942098,-25.292427
19.974509,23.918901
-4.410979,-4.816804
17.887689,8.004645
8.046711,9.133651
-2.066190,5.416359
-27.208910,-2.052157
24.522508,13.294198
2.763788,4.357692
3.888553,-1.446162
-12.260145,-20.487071
-18.599184,-12.958477
27.002842,13.212635
9.135659,5.679290
-23.633892,-12.743740
-5.127870,-11.477225
-18.409297,-24.315303
11.103723,2.966436
-11.929940,-0.993085
4.660420,3.671358
-39.091795,-25.453109
-24.103264,-20.539745
21.913485,25.403835
22.033829,19.141732
1.541118,7.017217
0.128015,-0.627701
-10.883777,2.777341
3.302467,17.275182
23.563468,14.873778
-2.091107,-7.762786
-16.935878,-5.004438
6.682651,-18.366699
4.490947,-12.955206
1.723690,-4.264548
-4.586894,-12.121304
0.478182,0.975684
5.796830,16.302772
-7.917692,3.040489
-0.587011,11.876556
-4.053958,-7.875017
10.216095,-0.766188
-33.419455,-44.365223
-1.140042,4.624689
2.994923,-6.587910
-10.007350,-10.729575
-22.869025,-31.830567
11.191306,18.231801
11.899616,15.334280
-2.159829,5.455775
20.568973,12.559277
2.647106,-6.465268
2.707606,4.533661
5.223632,-3.097059
-19.870692,-30.842156
1.001328,14.813551
20.309795,32.410131
-30.225182,-6.534835
8.716655,6.622522
30.692606,23.660649
-1.857729,-2.803321
22.983899,18.261220
4.987590,8.602941
-0.372422,-8.866560
-13.235134,-8.988412
0.512071,-10.493158
4.948250,13.436083
22.154749,7.686599
18.816323,14.544643
10.145343,16.991936
-4.135166,-2.308057
2.561973,16.329576
-12.103610,-0.189789
-21.028414,-30.049592
11.404798,10.827477
-13.580353,-0.523134
15.858807,7.384633
-0.289874,-10.000217
-20.882056,0.376054
-31.426398,-36.699626
19.412326,24.725384
28.503834,42.993806
3.770892,-9.252368
-0.528150,3.944642
10.285588,0.302937
-10.041798,-13.185957
-4.310112,8.187629
23.902237,23.727145
0.244753,-4.406135
-32.402678,-22.904885
-15.436203,-19.151925
16.564109,7.977380
17.879274,-4.451726
-9.665038,-18.027947
13.059533,-6.385879
-4.366075,-3.466619
38.965360,28.164933
-20.991495,-17.990810
13.915453,11.072899
11.979937,10.205279
-8.024257,-3.470432
7.418718,15.440411
14.058750,-12.938716
3.860411,17.160817
11.349994,2.544131
-1.067492,-0.104240
21.195954,14.534988
-17.802208,-3.750091
-4.813253,7.378637
-12.409166,-4.457520
22.762986,15.420113
-16.724857,-24.865528
-5.056292,-7.451091
6.182422,1.606794
4.483101,17.184240
-0.699678,-9.775709
22.215281,2.478646
-0.212132,0.255313
-3.824478,3.068227
-9.604973,-8.777034
15.634900,10.666178
-8.546211,-6.488944
12.174692,22.294991
12.200789,2.651624
16.522946,3.946641
1.060967,12.327586
13.611855,19.655606
5.418023,11.992132
1.583266,0.244934
-16.148396,-3.459898
11.225334,15.990549
3.341646,-7.024841
11.793793,9.001772
23.942965,29.493961
6.712554,-5.810442
4.056320,-3.611995
-15.565415,-15.823227
-6.559085,-7.221791
-11.198420,-12.651390
-10.513444,-5.992649
-4.433152,-5.353189
-6.221304,-16.105486
4.044523,2.045801
-6.119248,-5.557532
-2.772236,2.361893
-5.654418,-23.178504
9.903783,9.153734
-28.666974,-30.733386
1.292412,-1.817062
-5.123450,-12.833380
11.287052,15.979156
-15.024615,-14.651980
-2.141148,10.672488
16.073178,20.510301
19.528890,26.825829
0.640327,-7.711629
3.469948,3.572137
3.834171,-3.938810
13.327468,13.802629
-13.799825,-11.202183
13.907262,7.567629
-9.627891,-12.458234
-31.708790,-35.820852
14.057342,6.766688
10.890376,27.054265
-28.386063,-37.384344
-1.576956,0.831383
-5.262653,-4.202311
1.939656,0.928329
22.392418,28.612333
-24.535342,-0.949890
22.655079,6.248244
0.855346,-4.099997
-16.390739,-35.053113
5.589799,7.483625
0.610026,-11.095970
-23.336437,-13.142689
-13.320942,-14.415617
8.166997,2.884558
-10.811624,-17.284258
-3.975447,-1.160918
-9.625258,-1.736446
2.576937,-3.232574
4.421582,-6.785169
-6.513724,-13.515073
-20.576958,-10.894806
2.370465,6.321731
1.265302,-5.132007
-2.935599,-3.178074
-6.636320,-14.828062
-20.974845,-4.351324
-12.135483,-19.566555
0.739958,-6.610202
7.500393,5.051985
-10.721732,-29.746081
19.161046,20.122580
30.324667,19.277338
4.793429,-2.807966
-12.196935,-29.230005
-8.908042,-7.491193
18.076146,24.061644
2.894001,-2.271007
-3.616296,-1.843903
3.467005,16.522357
-4.765057,-7.432336
8.653442,11.599181
-6.261280,-7.920661
26.994634,13.465201
-16.928628,8.847300
-29.704830,-12.608892
10.657967,9.467889
7.858126,-3.092019
2.940935,17.428712
19.700841,6.312066
-23.486247,-26.356907
18.084738,30.928133
-1.984726,1.405026
-9.136540,0.174943
-4.937017,4.570048
12.845899,20.960263
-15.441574,-6.047124
18.466230,11.576370
6.990242,6.150323
9.212401,19.937578
16.031040,-0.582774
18.716141,10.415346
20.882367,31.246058
8.083146,3.530227
18.879315,29.424628
-0.672891,7.953581
-8.109886,0.899269
21.619323,27.160599
19.517093,15.689870
-5.623145,-2.443277
21.797362,12.931161
-1.455727,1.964426
21.729636,15.824036
21.212866,4.234900
7.848981,8.253726
-7.488642,9.444458
-0.179050,-1.631747
-15.118936,-10.527527
6.812980,-15.346156
-9.707238,6.850326
21.739478,16.382962
13.727490,4.356577
-7.567687,-5.853393
16.864041,18.617241
10.336416,14.011356
-43.732959,-50.391311
-11.939778,2.061047
12.737567,-3.003286
-3.032024,10.949941
-8.127656,0.104576
-0.885112,-3.313897
-13.138341,-24.065806
-3.220674,-23.121389
-6.886833,-5.487343
13.427170,9.879766
11.896533,0.603466
-0.919543,-11.978993
3.293475,-11.835616
-19.607586,-17.861738
23.343999,12.206697
-2.603831,14.120745
-0.485228,-4.832481
-32.413321,-17.484636
1.998168,2.823046
-3.351112,5.389375
-20.334636,-27.560525
-2.875729,-9.786554
-15.258839,-18.015000
0.824173,-14.609207
-10.567302,-7.174201
-18.644997,-24.274786
1.981104,-6.347591
-7.325630,-15.685585
-14.381122,-16.531247
8.132194,4.927290
8.587543,14.126845
25.110541,10.644525
-5.913582,3.016118
-35.759941,-17.174412
16.118179,21.173147
5.833079,-9.224506
-8.275480,10.819528
-7.661709,-22.722286
33.285747,16.353052
5.737799,9.137205
-1.939327,0.957763
-11.668374,-8.010645
11.588233,4.511592
10.939525,23.288343
11.925306,9.782844
-8.007167,-7.462141
6.101674,21.699391
-8.324084,15.161750
-6.343469,-26.902436
25.092474,32.028483
2.187510,-8.717140
-8.695257,2.204072
31.071639,48.248798
-3.020745,-2.764922
5.006824,12.355261
-12.888746,4.441612
-1.348042,-3.344649
-1.872872,-17.201650
-7.549420,-4.079666
-32.437969,-22.445797
-2.297035,-4.523449
10.554089,-0.849306
18.710206,10.173984
23.747232,26.976818
-7.239846,-6.115995
-8.879765,-13.436855
-15.967605,-19.427014
12.100387,-0.768225
-19.980501,-16.454897
-11.894554,-2.244666
3.762635,0.177922
-13.538301,-13.205373
-10.753892,-9.655644
-22.114939,-23.718006
4.676538,-15.376726
-11.419180,-10.833198
12.907473,-2.812413
-10.395825,-2.642718
-15.856374,1.348206
14.902808,-3.307731
1.859382,7.136369
0.127276,-0.683771
-1.512045,-12.355082
-14.737858,-3.637066
-2.796282,-3.744179
-17.557757,-11.089185
-25.758192,-27.185615
-10.366178,-9.437545
17.759923,17.744776
21.642121,13.255605
1.249400,5.586155
-13.520498,-9.336403
-13.292312,-21.260929
11.998604,12.088798
-10.182042,-13.278426
7.620262,8.011070
8.023850,16.682467
4.603804,1.502954
24.108200,16.495190
-7.796507,-9.831512
2.639826,5.889473
-34.893882,-34.229766
17.130343,12.446792
3.945940,-6.826758
14.478850,13.416495
-8.087918,-6.875420
-0.811455,-4.497764
45.493758,33.197655
11.252325,10.987670
14.318389,4.357573
24.904941,-1.902282
-5.182623,-6.671088
11.996862,8.642205
-16.467723,-10.789383
21.194654,20.898589
4.186435,-4.794912
-4.678287,-6.677340
-13.962042,-5.667328
4.584525,1.327702
7.222031,-6.252194
-9.639983,-14.560987
-13.192377,-18.171576
35.588176,35.226897
6.368710,10.356835
34.562233,28.838760
-27.270302,-21.443555
4.724801,19.400005
7.595789,-6.622476
-38.627838,-27.194581
-11.864750,-0.311698
-18.531314,-3.145962
12.087662,26.519819
18.058655,3.600419
